Syst,Gene,alphaLow,alpha,alphaHigh,thalfLowRaw,thalfRaw,thalfHighRaw,thalfLow,thalf,thalfHigh,Yeq,iterations,GoodMeanCounts,ss.abundance,syn.low,syn,syn.high
YLR033W,RSC58,0.0799,0.094,0.108,6.4,7.4,8.7,6.9,8,9.5,1920.5,1000,1,4.349,0.348,0.409,0.47
YLR034C,SMF3,0.0847,0.0984,0.1119,6.2,7,8.2,6.6,7.6,8.9,6615.8,1000,1,6.182,0.524,0.608,0.692
YLR035C,MLH2,0.056,0.0633,0.0708,9.8,11,12.4,10.8,12.3,14.1,1440,1000,1,0.9912,0.056,0.063,0.07
YLR036C,YLR036C,0.0266,0.0379,0.0491,14.1,18.3,26.1,16.4,22.4,35.2,818.6,1000,1,2.997,0.08,0.114,0.147
YLR037C,PAU23,0.0782,0.1052,0.1298,5.3,6.6,8.9,5.6,7.1,9.7,68.8,1000,0,0.5478,0.043,0.058,0.071
YLR038C,COX12,0.0132,0.0155,0.0176,39.3,44.7,52.5,64.6,80.5,109.9,1326.4,1000,1,17.36,0.229,0.269,0.306
YLR039C,RIC1,0.0932,0.1066,0.1236,5.6,6.5,7.4,5.9,7,8,2251.1,1000,1,2.935,0.274,0.313,0.363
YLR040C,YLR040C,0.0762,0.0984,0.1229,5.6,7,9.1,6,7.6,10,126,1000,0,25.86,1.971,2.545,3.178
YLR041W,YLR041W,0.0962,0.1216,0.1518,4.6,5.7,7.2,4.8,6,7.8,50.9,1000,0,0.1152,0.011,0.014,0.017
YLR042C,YLR042C,0.1343,0.1609,0.1866,3.7,4.3,5.2,3.9,4.5,5.4,158.8,1000,0,3.343,0.449,0.538,0.624
YLR045C,STU2,0.0901,0.106,0.1214,5.7,6.5,7.7,6.1,7,8.3,3258.4,1000,1,2.008,0.181,0.213,0.244
YLR046C,YLR046C,0.0615,0.0718,0.0817,8.5,9.7,11.3,9.3,10.7,12.7,1507.2,1000,1,1.464,0.09,0.105,0.12
YLR047C,FRE8,0.0937,0.1071,0.1207,5.7,6.5,7.4,6.1,6.9,8,3521,1000,1,0.945,0.089,0.101,0.114
YLR049C,YLR049C,0.0729,0.0864,0.0992,7,8,9.5,7.5,8.7,10.5,1731.9,1000,1,4.193,0.306,0.362,0.416
YLR050C,YLR050C,0.0185,0.0223,0.0259,26.8,31.1,37.5,36.6,45,59.9,1503.3,1000,1,3.732,0.069,0.083,0.097
YLR051C,FCF2,0.1078,0.1244,0.1406,4.9,5.6,6.4,5.2,5.9,6.9,339.7,1000,1,7.153,0.771,0.89,1.006
YLR052W,IES3,0.0846,0.1002,0.1182,5.9,6.9,8.2,6.2,7.4,8.9,1170.8,1000,1,4.329,0.366,0.434,0.512
YLR054C,OSW2,0.0272,0.0319,0.0367,18.9,21.8,25.5,23.3,27.8,34.2,82.1,1000,0,0.27,0.007,0.009,0.01
YLR055C,SPT8,0.063,0.0857,0.1079,6.4,8.1,11,6.9,8.8,12.4,2528.2,1000,1,2.919,0.184,0.25,0.315
YLR057W,MNL2,0.0988,0.1132,0.1303,5.3,6.1,7,5.6,6.5,7.5,3036.7,1000,1,2.751,0.272,0.311,0.359
YLR059C,REX2,0.0483,0.0724,0.0989,7,9.6,14.4,7.5,10.6,16.8,483.5,999,1,4.129,0.199,0.299,0.408
YLR061W,RPL22A,0.0117,0.0137,0.0154,45.1,50.5,59.1,81.8,101.6,143.7,29260.9,1000,1,91.45,1.07,1.253,1.408
YLR063W,YLR063W,0.2134,0.2981,0.3868,1.8,2.3,3.2,1.8,2.4,3.4,279.8,1000,1,3.211,0.685,0.957,1.242
YLR064W,PER33,0.1037,0.1341,0.1582,4.4,5.2,6.7,4.6,5.4,7.2,1580.9,1000,1,4.654,0.483,0.624,0.736
YLR065C,ENV10,0.0345,0.0438,0.0508,13.6,15.8,20.1,15.8,18.8,25.1,1919.1,1000,1,8.995,0.31,0.394,0.457
YLR067C,PET309,0.1181,0.139,0.1593,4.4,5,5.9,4.5,5.2,6.2,1547.4,1000,1,2.263,0.267,0.315,0.361
YLR068W,FYV7,0.0544,0.0659,0.0754,9.2,10.5,12.7,10.1,11.7,14.6,393.2,1000,1,3.917,0.213,0.258,0.295
YLR069C,MEF1,0.0681,0.0811,0.0935,7.4,8.5,10.2,8,9.3,11.3,4227.1,1000,1,3.827,0.261,0.31,0.358
YLR070C,XYL2,0.0405,0.0599,0.0832,8.3,11.6,17.1,9.1,13.1,20.6,229.6,1000,0,0.774,0.031,0.046,0.064
YLR071C,RGR1,0.0921,0.1052,0.1192,5.8,6.6,7.5,6.2,7.1,8.1,6162.2,1000,1,2.901,0.267,0.305,0.346
YLR072W,YLR072W,0.0633,0.0801,0.0984,7,8.7,10.9,7.6,9.5,12.3,1411.8,1000,1,2.981,0.189,0.239,0.293
YLR073C,RFU1,0.2286,0.3588,0.6127,1.1,1.9,3,1.1,2,3.1,1020.8,1000,1,0.6978,0.16,0.25,0.428
YLR074C,BUD20,0.0518,0.0594,0.0664,10.4,11.7,13.4,11.6,13.2,15.4,823.9,1000,1,14.95,0.774,0.888,0.993
YLR077W,FMP25,0.0557,0.07,0.0841,8.2,9.9,12.4,9,11,14.2,2366.9,1000,1,3.604,0.201,0.252,0.303
YLR078C,BOS1,0.0226,0.026,0.0285,24.3,26.6,30.6,32.1,36.3,44,1630.1,1000,1,3.857,0.087,0.1,0.11
YLR079W,SIC1,0.0619,0.0791,0.0975,7.1,8.8,11.2,7.7,9.6,12.6,2129.4,1000,1,5.707,0.353,0.451,0.557
YLR080W,EMP46,0.0457,0.0616,0.0751,9.2,11.2,15.2,10.2,12.7,17.9,554.3,1000,1,1.145,0.052,0.071,0.086
YLR082C,SRL2,0.0666,0.0802,0.093,7.4,8.6,10.4,8,9.5,11.6,661.8,1000,1,1.285,0.086,0.103,0.12
YLR083C,EMP70,0.0464,0.054,0.0629,11,12.8,14.9,12.4,14.7,17.6,24902,756,1,10.44,0.485,0.564,0.657
YLR084C,RAX2,0.132,0.157,0.1843,3.8,4.4,5.3,3.9,4.6,5.5,9159.9,957,1,6.144,0.811,0.965,1.132
YLR085C,ARP6,0.0576,0.0658,0.0744,9.3,10.5,12,10.3,11.8,13.7,1444.4,1000,1,1.913,0.11,0.126,0.142
YLR086W,SMC4,0.0908,0.1043,0.1184,5.9,6.6,7.6,6.2,7.1,8.3,4241.6,1000,1,2.481,0.225,0.259,0.294
YLR087C,CSF1,0.0816,0.0969,0.1141,6.1,7.2,8.5,6.5,7.7,9.3,11962.5,938,1,2.312,0.189,0.224,0.264
YLR088W,GAA1,0.0459,0.0558,0.0645,10.8,12.4,15.1,12,14.2,17.8,6790.1,1000,1,3.484,0.16,0.194,0.225
YLR089C,ALT1,0.0776,0.0952,0.1114,6.2,7.3,8.9,6.6,7.8,9.8,4785.3,1000,1,11.17,0.867,1.063,1.244
YLR090W,XDJ1,0.0591,0.0799,0.1026,6.8,8.7,11.7,7.2,9.5,13.3,1746,1000,1,2.148,0.127,0.172,0.22
YLR091W,GEP5,0.0648,0.0861,0.1068,6.5,8.1,10.7,6.9,8.8,12,572,1000,1,1.038,0.067,0.089,0.111
YLR092W,SUL2,0.0692,0.0859,0.1063,6.5,8.1,10,7,8.8,11.1,574.7,1000,1,2.302,0.159,0.198,0.245
YLR093C,NYV1,0.0392,0.046,0.0512,13.5,15.1,17.7,15.7,17.7,21.4,2898.1,1000,1,5.769,0.226,0.265,0.295
YLR094C,GIS3,0.1032,0.1322,0.168,4.1,5.2,6.7,4.3,5.5,7.2,982.5,1000,1,3.985,0.411,0.527,0.67
YLR095C,IOC2,0.0867,0.104,0.1257,5.5,6.7,8,5.8,7.1,8.7,4130.2,1000,1,3.157,0.274,0.328,0.397
YLR096W,KIN2,0.0992,0.1168,0.1369,5.1,5.9,7,5.3,6.3,7.5,6425.5,1000,1,2.966,0.294,0.346,0.406
YLR097C,HRT3,0.0357,0.0416,0.0478,14.5,16.7,19.4,17,20,24.1,1047.3,1000,1,2.622,0.094,0.109,0.125
YLR098C,CHA4,0.0883,0.1032,0.1216,5.7,6.7,7.9,6,7.2,8.5,1595.7,1000,1,1.876,0.166,0.194,0.228
YLR099C,ICT1,0.0568,0.0708,0.088,7.9,9.8,12.2,8.5,10.9,13.9,1923.2,1000,1,20.51,1.165,1.452,1.805
YLR099W-A,YLR099W-A,0.027,0.0357,0.0462,15,19.4,25.7,17.7,24,34.6,563.9,1000,0,9.883,0.267,0.353,0.457
YLR100W,ERG27,0.0319,0.0395,0.0469,14.8,17.5,21.7,17.3,21.2,27.7,10499.7,1000,1,11.52,0.368,0.455,0.54
YLR101C,YLR101C,0.0272,0.0356,0.0435,15.9,19.5,25.5,18.9,24.2,34.2,58.8,1000,0,0.177,0.005,0.006,0.008
YLR102C,APC9,0.039,0.0482,0.0572,12.1,14.4,17.8,13.8,16.8,21.6,742.3,1000,1,1.238,0.048,0.06,0.071
YLR103C,CDC45,0.0835,0.1014,0.1185,5.8,6.8,8.3,6.2,7.3,9,1625.7,1000,1,1.488,0.124,0.151,0.176
YLR104W,LCL2,0.0218,0.0259,0.0296,23.4,26.8,31.7,30.5,36.6,46.4,1447,1000,1,3.26,0.071,0.084,0.096
YLR105C,SEN2,0.0506,0.0588,0.0676,10.3,11.8,13.7,11.4,13.3,15.9,1036.8,1000,1,3.265,0.165,0.192,0.221
YLR106C,MDN1,0.0915,0.1133,0.1291,5.4,6.1,7.6,5.7,6.5,8.2,48942.2,69,1,15.1,1.382,1.711,1.95
YLR107W,REX3,0.0546,0.0629,0.0707,9.8,11,12.7,10.9,12.4,14.5,989.6,1000,1,4.086,0.223,0.257,0.289
YLR108C,YLR108C,0.1509,0.1781,0.2095,3.3,3.9,4.6,3.4,4,4.8,2236.5,1000,1,0.7542,0.114,0.134,0.158
YLR112W,YLR112W,0.0494,0.0647,0.0787,8.8,10.7,14,9.7,12,16.3,912.1,1000,1,0.8538,0.042,0.055,0.067
YLR113W,HOG1,0.0612,0.0749,0.0888,7.8,9.3,11.3,8.5,10.2,12.8,11523,943,1,7.635,0.467,0.572,0.678
YLR114C,AVL9,0.0607,0.0705,0.08,8.7,9.8,11.4,9.5,10.9,12.9,6210.9,1000,1,3.457,0.21,0.244,0.277
YLR115W,CFT2,0.0929,0.1085,0.1226,5.7,6.4,7.5,6,6.8,8.1,2332.1,1000,1,2.182,0.203,0.237,0.268
YLR116W,MSL5,0.1031,0.1253,0.1499,4.6,5.5,6.7,4.8,5.9,7.2,1359.1,1000,1,2.908,0.3,0.364,0.436
YLR117C,CLF1,0.0899,0.1099,0.1294,5.4,6.3,7.7,5.7,6.7,8.4,933.7,1000,1,2.906,0.261,0.319,0.376
YLR118C,YLR118C,0.0249,0.0309,0.0356,19.5,22.4,27.8,24.1,28.9,38.4,2495.5,1000,1,4.367,0.109,0.135,0.156
YLR119W,SRN2,0.0267,0.0343,0.0434,16,20.2,25.9,19,25.3,35,288.4,1000,0,1.727,0.046,0.059,0.075
YLR120C,YPS1,0.0629,0.0739,0.0872,7.9,9.4,11,8.6,10.3,12.4,17179.5,780,1,8.016,0.504,0.592,0.699
YLR120W-A,YLR120W-A,0.0458,0.0679,0.0893,7.8,10.2,15.1,8.4,11.4,17.8,101.3,1000,0,1.233,0.056,0.084,0.11
YLR121C,YPS3,0.0671,0.0819,0.0985,7,8.5,10.3,7.6,9.2,11.5,1796.5,1000,1,2.765,0.186,0.226,0.272
YLR122C,YLR122C,0.06,0.105,0.1654,4.2,6.6,11.6,4.4,7.1,13.1,28.4,1000,0,0.1398,0.008,0.015,0.023
YLR123C,YLR123C,0.0487,0.0774,0.1078,6.4,9,14.2,6.9,9.8,16.6,77.4,1000,0,0.2658,0.013,0.021,0.029
YLR125W,YLR125W,0.0783,0.0948,0.1148,6,7.3,8.9,6.4,7.9,9.7,127.1,1000,0,0.4038,0.032,0.038,0.046
YLR126C,YLR126C,0.0321,0.0373,0.0415,16.7,18.6,21.6,20,22.8,27.5,762.9,1000,1,3.322,0.107,0.124,0.138
YLR127C,APC2,0.0795,0.0925,0.1046,6.6,7.5,8.7,7.1,8.1,9.5,1456.2,1000,1,1.837,0.146,0.17,0.192
YLR128W,DCN1,0.0462,0.0595,0.0727,9.5,11.7,15,10.5,13.2,17.6,478.5,1000,1,0.711,0.033,0.042,0.052
YLR129W,DIP2,0.0848,0.0973,0.1105,6.3,7.1,8.2,6.7,7.7,8.9,8320,1000,1,5.523,0.468,0.537,0.61
YLR131C,ACE2,0.1027,0.1178,0.1372,5.1,5.9,6.7,5.3,6.2,7.2,1782.3,1000,1,1.529,0.157,0.18,0.21
YLR132C,USB1,0.0935,0.1083,0.123,5.6,6.4,7.4,6,6.8,8,1435.6,1000,1,0.699,0.065,0.076,0.086
YLR133W,CKI1,0.0831,0.0968,0.1139,6.1,7.2,8.3,6.5,7.7,9.1,6012.1,1000,1,1.343,0.112,0.13,0.153
YLR134W,PDC5,0.0588,0.079,0.1029,6.7,8.8,11.8,7.2,9.6,13.4,3159,1000,1,0.852,0.05,0.067,0.088
YLR135W,SLX4,0.0845,0.099,0.1128,6.1,7,8.2,6.5,7.5,8.9,758.6,1000,1,0.9732,0.082,0.096,0.11
YLR136C,TIS11,0.0447,0.0514,0.0572,12.1,13.5,15.5,13.8,15.6,18.4,885.2,1000,1,1.764,0.079,0.091,0.101
YLR137W,RKM5,0.0583,0.0726,0.0881,7.9,9.5,11.9,8.5,10.6,13.5,1332.7,1000,1,1.98,0.115,0.144,0.174
YLR138W,NHA1,0.0673,0.0841,0.1026,6.8,8.2,10.3,7.2,9,11.5,11058.6,853,1,4.75,0.32,0.4,0.487
YLR139C,SLS1,0.2913,0.5772,0.8742,0.8,1.2,2.4,0.8,1.2,2.4,423.7,1000,1,1.657,0.483,0.957,1.449
YLR141W,RRN5,0.0562,0.076,0.0948,7.3,9.1,12.3,7.9,10,14,592.4,1000,1,1.113,0.063,0.085,0.106
YLR142W,PUT1,0.0675,0.0858,0.1051,6.6,8.1,10.3,7.1,8.8,11.4,227,1000,0,1.582,0.107,0.136,0.166
YLR143W,YLR143W,0.0964,0.1132,0.1303,5.3,6.1,7.2,5.6,6.5,7.7,1590.1,1000,1,2.902,0.28,0.329,0.378
YLR144C,ACF2,0.0766,0.0892,0.1067,6.5,7.8,9.1,6.9,8.4,9.9,4461,1000,1,1.97,0.151,0.176,0.21
YLR145W,RMP1,0.0711,0.0833,0.0999,6.9,8.3,9.7,7.5,9.1,10.8,308.9,1000,1,3.999,0.284,0.333,0.4
YLR146C,SPE4,0.0274,0.0322,0.0371,18.7,21.5,25.3,22.9,27.4,33.7,1176,1000,1,2.983,0.082,0.096,0.111
YLR146W-A,YLR146W-A,0.0144,0.0167,0.0188,36.9,41.4,48.1,58.2,70.4,92.3,286.7,1000,0,4.408,0.063,0.074,0.083
YLR147C,SMD3,0.0643,0.0757,0.0889,7.8,9.2,10.8,8.5,10.1,12.1,383.9,1000,1,5.284,0.34,0.4,0.47
YLR148W,PEP3,0.0384,0.052,0.0659,10.5,13.3,18.1,11.7,15.4,22,2273.2,1000,1,2.74,0.105,0.143,0.181
YLR149C,YLR149C,0.064,0.0822,0.1011,6.9,8.4,10.8,7.4,9.2,12.1,2316,1000,1,0.984,0.063,0.081,0.099
YLR150W,STM1,0.022,0.0276,0.0327,21.2,25.1,31.5,26.9,33.5,45.8,34749.9,587,1,80.41,1.769,2.219,2.629
YLR151C,PCD1,0.0677,0.0886,0.1088,6.4,7.8,10.2,6.8,8.5,11.4,328.7,1000,1,1.439,0.097,0.128,0.157
YLR152C,YLR152C,0.0697,0.0881,0.1039,6.7,7.9,10,7.1,8.5,11,1362.5,1000,1,4.225,0.295,0.372,0.439
YLR153C,ACS2,0.0455,0.0603,0.0767,9,11.5,15.2,9.9,13,18,39995.3,88,1,15.61,0.71,0.941,1.197
YLR154C,RNH203,0.0369,0.0435,0.0491,14.1,15.9,18.8,16.4,19,23.1,743.8,1000,1,5.433,0.201,0.236,0.267
YLR163C,MAS1,0.0538,0.063,0.0714,9.7,11,12.9,10.7,12.4,14.8,2792.3,1000,1,3.325,0.179,0.21,0.237
YLR164W,SHH4,0.0328,0.038,0.043,16.1,18.2,21.1,19.2,22.3,26.8,535.1,1000,1,0.6588,0.022,0.025,0.028
YLR165C,PUS5,0.0194,0.0222,0.0248,27.9,31.2,35.7,38.7,45.3,55.5,639,1000,1,1.755,0.034,0.039,0.044
YLR166C,SEC10,0.031,0.0406,0.0513,13.5,17.1,22.4,15.6,20.6,28.8,2290.1,1000,1,3.034,0.094,0.123,0.156
YLR168C,UPS2,0.0821,0.0916,0.1033,6.7,7.6,8.4,7.2,8.2,9.2,1238.5,1000,1,4.154,0.341,0.381,0.429
YLR170C,APS1,0.0332,0.0377,0.0416,16.7,18.4,20.9,20,22.5,26.4,905.7,1000,1,5.137,0.171,0.194,0.214
YLR172C,DPH5,0.0353,0.0455,0.0555,12.5,15.2,19.7,14.3,18,24.4,4755.2,1000,1,7.608,0.269,0.346,0.422
YLR173W,YLR173W,0.0632,0.0792,0.0951,7.3,8.8,11,7.9,9.6,12.3,2243.4,1000,1,0.966,0.061,0.077,0.092
YLR174W,IDP2,0.057,0.0733,0.0912,7.6,9.5,12.2,8.2,10.4,13.8,790.1,1000,1,0.8958,0.051,0.066,0.082
YLR175W,CBF5,0.0565,0.0698,0.0833,8.3,9.9,12.3,9.1,11,14,12908.8,938,1,40.89,2.31,2.854,3.406
YLR176C,RFX1,0.2079,0.2752,0.3912,1.8,2.5,3.3,1.8,2.6,3.4,488.1,1000,1,1.589,0.33,0.437,0.622
YLR177W,YLR177W,0.0679,0.0858,0.105,6.6,8.1,10.2,7.1,8.8,11.4,5239.3,1000,1,3.18,0.216,0.273,0.334
YLR178C,TFS1,0.0316,0.0499,0.0663,10.5,13.9,22,11.7,16.1,28.1,4430.4,1000,1,4.382,0.139,0.219,0.291
YLR179C,YLR179C,0.0225,0.0287,0.035,19.8,24.2,30.8,24.7,31.8,44.5,4949.1,1000,1,23.29,0.524,0.668,0.815
YLR181C,VTA1,0.0588,0.0785,0.1002,6.9,8.8,11.8,7.4,9.7,13.4,1142.7,1000,1,3.02,0.178,0.237,0.303
YLR182W,SWI6,0.0882,0.106,0.1237,5.6,6.5,7.9,5.9,7,8.5,3003.6,1000,1,3.007,0.265,0.319,0.372
YLR183C,TOS4,0.0598,0.0731,0.0862,8,9.5,11.6,8.7,10.5,13.1,1994.8,1000,1,2.841,0.17,0.208,0.245
YLR186W,EMG1,0.0351,0.0393,0.0432,16,17.6,19.7,19.1,21.4,24.6,3378.1,1000,1,8.686,0.305,0.341,0.375
YLR187W,SKG3,0.1187,0.1347,0.1541,4.5,5.1,5.8,4.7,5.4,6.2,2385.6,1000,1,1.197,0.142,0.161,0.185
YLR188W,MDL1,0.0526,0.0658,0.0807,8.6,10.5,13.2,9.4,11.8,15.2,7333.8,1000,1,3.709,0.195,0.244,0.299
YLR189C,ATG26,0.0677,0.086,0.1027,6.7,8.1,10.2,7.2,8.8,11.4,4695.4,1000,1,2.54,0.172,0.218,0.261
YLR190W,MMR1,0.084,0.0978,0.1131,6.1,7.1,8.3,6.5,7.6,9,5877,1000,1,2.115,0.178,0.207,0.239
YLR191W,PEX13,0.074,0.0912,0.1084,6.4,7.6,9.4,6.8,8.2,10.3,1072.8,1000,1,1.932,0.143,0.176,0.209
YLR192C,HCR1,0.0376,0.05,0.0611,11.3,13.9,18.4,12.8,16.1,22.6,6439.5,1000,1,14.88,0.56,0.744,0.909
YLR193C,UPS1,0.0201,0.0242,0.0281,24.7,28.6,34.5,32.7,40,52.5,671.2,1000,1,4.627,0.093,0.112,0.13
YLR194C,YLR194C,0.0688,0.079,0.0917,7.6,8.8,10.1,8.2,9.6,11.2,1213.4,1000,1,7.526,0.518,0.595,0.69
YLR195C,NMT1,0.0395,0.0487,0.0556,12.5,14.2,17.5,14.2,16.6,21.3,3194.2,1000,1,4.876,0.193,0.238,0.271
YLR196W,PWP1,0.0816,0.0934,0.1051,6.6,7.4,8.5,7.1,8,9.3,3279,1000,1,8.079,0.659,0.755,0.849
YLR197W,NOP56,0.0272,0.0325,0.0392,17.7,21.3,25.5,21.5,27.1,34.2,18999.6,980,1,70.99,1.931,2.307,2.783
YLR199C,PBA1,0.0518,0.0598,0.0668,10.4,11.6,13.4,11.6,13.1,15.4,1524.4,1000,1,3.36,0.174,0.201,0.224
YLR200W,YKE2,0.0652,0.0774,0.0904,7.7,9,10.6,8.3,9.8,11.9,440.7,1000,1,6.12,0.399,0.474,0.553
YLR201C,COQ9,0.0296,0.0334,0.0367,18.9,20.7,23.4,23.3,26.1,30.5,2117.4,1000,1,3.788,0.112,0.127,0.139
YLR202C,YLR202C,0.036,0.0431,0.0498,13.9,16.1,19.2,16.2,19.2,23.8,219.4,1000,0,1.203,0.043,0.052,0.06
YLR203C,MSS51,0.0585,0.0774,0.099,7,9,11.9,7.5,9.8,13.4,8290.9,971,1,4.517,0.264,0.35,0.447
YLR204W,QRI5,0.0531,0.0712,0.0906,7.6,9.7,13.1,8.3,10.8,15,761.6,1000,1,5.299,0.281,0.377,0.48
YLR205C,HMX1,0.0598,0.071,0.0818,8.5,9.8,11.6,9.3,10.8,13.1,227.8,1000,0,2.386,0.143,0.169,0.195
YLR206W,ENT2,0.0651,0.0831,0.1028,6.7,8.3,10.7,7.2,9.1,11.9,9449.7,854,1,5.877,0.383,0.488,0.604
YLR207W,HRD3,0.0682,0.0844,0.1009,6.9,8.2,10.2,7.4,8.9,11.3,5276.8,1000,1,1.975,0.135,0.167,0.199
YLR208W,SEC13,0.0361,0.0442,0.0526,13.2,15.7,19.2,15.2,18.6,23.7,11885.2,1000,1,11.1,0.401,0.49,0.584
YLR209C,PNP1,0.0319,0.0379,0.0428,16.2,18.3,21.8,19.3,22.4,27.8,3117.7,1000,1,3.696,0.118,0.14,0.158
YLR210W,CLB4,0.1018,0.1172,0.1333,5.2,5.9,6.8,5.5,6.3,7.3,762.2,1000,1,1.833,0.187,0.215,0.244
YLR211C,YLR211C,0.0319,0.0405,0.0509,13.6,17.1,21.8,15.8,20.6,27.8,262.8,1000,0,1.292,0.041,0.052,0.066
YLR212C,TUB4,0.0553,0.0626,0.0701,9.9,11.1,12.5,11,12.4,14.3,2569.7,1000,1,2.61,0.144,0.163,0.183
YLR213C,CRR1,0.0481,0.0551,0.062,11.2,12.6,14.4,12.6,14.4,16.8,189.3,1000,0,0.8448,0.041,0.047,0.052
YLR214W,FRE1,0.1508,0.1791,0.2104,3.3,3.9,4.6,3.4,4,4.8,3947.5,1000,1,2.349,0.354,0.421,0.494
YLR215C,CDC123,0.0483,0.0542,0.0613,11.3,12.8,14.3,12.7,14.6,16.7,1036.7,1000,1,2.044,0.099,0.111,0.125
YLR216C,CPR6,0.0491,0.0644,0.0826,8.4,10.8,14.1,9.2,12.1,16.4,6908.8,1000,1,16.38,0.804,1.055,1.353
YLR218C,COA4,0.0355,0.0566,0.078,8.9,12.2,19.5,9.7,13.9,24.3,312.5,1000,0,2.762,0.098,0.156,0.215
YLR219W,MSC3,0.0798,0.0949,0.1128,6.1,7.3,8.7,6.5,7.9,9.5,5369,1000,1,2.624,0.209,0.249,0.296
YLR220W,CCC1,0.0378,0.0487,0.0586,11.8,14.2,18.4,13.4,16.6,22.5,5899.1,1000,1,5.4,0.204,0.263,0.316
YLR221C,RSA3,0.061,0.0707,0.0797,8.7,9.8,11.4,9.5,10.9,12.8,1458,1000,1,6.109,0.373,0.432,0.487
YLR222C,UTP13,0.1009,0.1165,0.1341,5.2,5.9,6.9,5.4,6.3,7.4,3626.5,1000,1,5.163,0.521,0.602,0.692
YLR222C-A,YLR222C-A,0.0752,0.092,0.1068,6.5,7.5,9.2,6.9,8.1,10.1,256.2,1000,0,0.651,0.049,0.06,0.07
YLR223C,IFH1,0.1244,0.144,0.1701,4.1,4.8,5.6,4.2,5.1,5.9,3495.7,1000,1,6.199,0.771,0.893,1.054
YLR224W,YLR224W,0.0537,0.0614,0.0684,10.1,11.3,12.9,11.3,12.7,14.8,2832.1,1000,1,4.962,0.267,0.305,0.339
YLR225C,YLR225C,0.0898,0.1074,0.1275,5.4,6.5,7.7,5.7,6.9,8.4,1241.6,1000,1,5.451,0.49,0.585,0.695
YLR226W,BUR2,0.0406,0.0492,0.0578,12,14.1,17.1,13.6,16.4,20.6,938.6,1000,1,2.082,0.085,0.102,0.12
YLR227C,ADY4,0.0254,0.0315,0.0396,17.5,22,27.3,21.2,28.2,37.5,396,1000,0,1.345,0.034,0.042,0.053
YLR227W-B,YLR227W-B,0.0601,0.0785,0.0987,7,8.8,11.5,7.5,9.7,13,457,1000,1,5.634,0.339,0.442,0.556
YLR228C,ECM22,0.0913,0.1077,0.1271,5.5,6.4,7.6,5.8,6.9,8.2,1847.3,1000,1,2.555,0.233,0.275,0.325
YLR229C,CDC42,0.0479,0.058,0.0678,10.2,11.9,14.5,11.4,13.6,16.9,3756.4,1000,1,14.47,0.693,0.839,0.981
YLR231C,BNA5,0.0349,0.0452,0.0542,12.8,15.3,19.8,14.7,18.1,24.7,6027.6,1000,1,3.242,0.113,0.147,0.176
YLR233C,EST1,0.0638,0.0817,0.0994,7,8.5,10.9,7.5,9.3,12.2,788.7,1000,1,0.795,0.051,0.065,0.079
YLR234W,TOP3,0.0643,0.0843,0.1043,6.6,8.2,10.8,7.1,8.9,12.1,1181.7,1000,1,0.1968,0.013,0.017,0.021
YLR237W,THI7,0.0359,0.0411,0.0472,14.7,16.9,19.3,17.2,20.3,23.9,10399.4,1000,1,4.5,0.162,0.185,0.212
YLR238W,FAR10,0.0733,0.0829,0.0921,7.5,8.4,9.5,8.1,9.1,10.4,928.5,1000,1,1.518,0.111,0.126,0.14
YLR239C,LIP2,0.0546,0.0703,0.0843,8.2,9.9,12.7,9,10.9,14.5,797.3,1000,1,2.135,0.117,0.15,0.18
YLR240W,VPS34,0.0662,0.0792,0.0926,7.5,8.8,10.5,8.1,9.6,11.7,3056.5,1000,1,1.668,0.11,0.132,0.155
YLR241W,YLR241W,0.0616,0.0746,0.0908,7.6,9.3,11.3,8.3,10.2,12.7,12567.9,878,1,3.812,0.235,0.284,0.346
YLR242C,ARV1,0.0479,0.0548,0.0612,11.3,12.6,14.5,12.8,14.5,16.9,1099.5,1000,1,2.044,0.098,0.112,0.125
YLR243W,YLR243W,0.0437,0.0502,0.0584,11.9,13.8,15.9,13.5,16,18.9,1261.4,1000,1,4.078,0.178,0.205,0.238
YLR244C,MAP1,0.0814,0.0942,0.1081,6.4,7.4,8.5,6.9,7.9,9.3,3998.2,1000,1,13.31,1.084,1.254,1.439
YLR245C,CDD1,0.0552,0.0675,0.0787,8.8,10.3,12.6,9.6,11.4,14.4,718.5,1000,1,0.891,0.049,0.06,0.07
YLR246W,ERF2,0.0665,0.0841,0.101,6.9,8.2,10.4,7.4,9,11.6,845.8,1000,1,1.401,0.093,0.118,0.142
YLR247C,IRC20,0.081,0.0963,0.1156,6,7.2,8.6,6.4,7.8,9.4,7565.4,998,1,2.832,0.229,0.273,0.327
YLR248W,RCK2,0.0562,0.071,0.0856,8.1,9.8,12.3,8.8,10.8,14.1,11561.9,936,1,5.206,0.293,0.37,0.446
YLR250W,SSP120,0.0267,0.0318,0.0362,19.2,21.8,26,23.7,27.9,35.1,3353,1000,1,7.263,0.194,0.231,0.263
YLR251W,SYM1,0.0323,0.0368,0.0411,16.9,18.8,21.4,20.3,23.1,27.2,969.7,1000,1,1.559,0.05,0.057,0.064
YLR252W,YLR252W,0.0572,0.0701,0.0827,8.4,9.9,12.1,9.1,11,13.8,277.1,1000,0,0.3438,0.02,0.024,0.028
