Syst,Gene,alphaLow,alpha,alphaHigh,thalfLowRaw,thalfRaw,thalfHighRaw,thalfLow,thalf,thalfHigh,Yeq,iterations,GoodMeanCounts,ss.abundance,syn.low,syn,syn.high
YLR253W,YLR253W,0.0594,0.0694,0.0805,8.6,10,11.7,9.4,11.1,13.2,2472.2,1000,1,2.387,0.142,0.166,0.192
YLR254C,NDL1,0.0462,0.0564,0.0661,10.5,12.3,15,11.7,14,17.6,402.7,1000,1,3.12,0.144,0.176,0.206
YLR256W,HAP1,0.0939,0.1061,0.1242,5.6,6.5,7.4,5.9,7,8,29130.9,265,1,19.07,1.791,2.024,2.369
YLR257W,YLR257W,0.0702,0.093,0.1159,6,7.4,9.9,6.4,8,10.9,2502.2,1000,1,16.94,1.189,1.576,1.964
YLR260W,LCB5,0.0603,0.0703,0.0815,8.5,9.9,11.5,9.3,10.9,13,2630,1000,1,1.544,0.093,0.109,0.126
YLR262C,YPT6,0.0298,0.0384,0.0469,14.8,18.1,23.3,17.3,22,30.3,245.1,1000,0,7.07,0.211,0.272,0.332
YLR263W,RED1,0.1061,0.1361,0.1689,4.1,5.1,6.5,4.3,5.4,7,370.2,1000,1,0.9042,0.096,0.123,0.153
YLR265C,NEJ1,0.0631,0.095,0.1259,5.5,7.3,11,5.8,7.9,12.3,534.5,1000,1,3.296,0.208,0.313,0.415
YLR266C,PDR8,0.0451,0.0525,0.0591,11.7,13.2,15.4,13.3,15.2,18.1,3136.8,1000,1,2.149,0.097,0.113,0.127
YLR267W,BOP2,0.0613,0.0804,0.1032,6.7,8.6,11.3,7.2,9.4,12.7,301.7,1000,0,0.609,0.037,0.049,0.063
YLR268W,SEC22,0.0561,0.0667,0.0757,9.2,10.4,12.4,10.1,11.6,14.1,1437.4,1000,1,4.426,0.248,0.295,0.335
YLR270W,DCS1,0.0361,0.0428,0.0481,14.4,16.2,19.2,16.8,19.3,23.7,5413.9,1000,1,4.888,0.177,0.209,0.235
YLR271W,YLR271W,0.0727,0.0904,0.106,6.5,7.7,9.5,7,8.3,10.5,233.2,1000,0,0.8478,0.062,0.077,0.09
YLR272C,YCS4,0.081,0.0951,0.1101,6.3,7.3,8.6,6.7,7.9,9.3,4242.4,1000,1,1.876,0.152,0.178,0.207
YLR273C,PIG1,0.0651,0.0778,0.0945,7.3,8.9,10.7,7.9,9.8,11.9,1146.5,1000,1,1.109,0.072,0.086,0.105
YLR274W,MCM5,0.0729,0.0911,0.108,6.4,7.6,9.5,6.9,8.2,10.5,3573.2,1000,1,2.7,0.197,0.246,0.292
YLR275W,SMD2,0.0553,0.072,0.0912,7.6,9.6,12.5,8.2,10.7,14.3,300.7,1000,1,2.934,0.162,0.211,0.268
YLR276C,DBP9,0.0654,0.0742,0.0826,8.4,9.3,10.6,9.2,10.3,11.8,3283.8,1000,1,7.572,0.495,0.562,0.625
YLR277C,YSH1,0.0756,0.0878,0.0998,6.9,7.9,9.2,7.5,8.6,10.1,2658.6,1000,1,2.666,0.202,0.234,0.266
YLR278C,YLR278C,0.154,0.197,0.2807,2.5,3.5,4.5,2.5,3.6,4.7,3796,1000,1,2.683,0.413,0.529,0.753
YLR283W,YLR283W,0.028,0.0326,0.0372,18.6,21.2,24.8,22.9,26.9,32.9,1074.6,1000,1,1.842,0.052,0.06,0.069
YLR284C,ECI1,0.0381,0.045,0.0514,13.5,15.4,18.2,15.6,18.2,22.2,471.9,1000,1,1.027,0.039,0.046,0.053
YLR285C-A,YLR285C-A,0.0783,0.0983,0.125,5.5,7.1,8.9,5.9,7.6,9.7,1160.3,1000,1,3.915,0.307,0.385,0.489
YLR285W,NNT1,0.0307,0.0349,0.0386,18,19.8,22.6,21.9,24.7,29.1,2905.2,1000,1,5.627,0.173,0.196,0.217
YLR287C,YLR287C,0.028,0.034,0.0406,17.1,20.4,24.8,20.6,25.6,32.9,2694.2,1000,1,3.868,0.108,0.132,0.157
YLR288C,MEC3,0.0705,0.0856,0.1014,6.8,8.1,9.8,7.3,8.8,10.9,569.2,1000,1,1.201,0.085,0.103,0.122
YLR289W,GUF1,0.0849,0.1078,0.1304,5.3,6.4,8.2,5.6,6.9,8.9,424.2,1000,1,0.8322,0.071,0.09,0.109
YLR290C,YLR290C,0.0313,0.0374,0.0431,16.1,18.5,22.2,19.1,22.7,28.4,1413.6,1000,1,4.129,0.129,0.154,0.178
YLR291C,GCD7,0.0687,0.0807,0.0914,7.6,8.6,10.1,8.2,9.4,11.2,3250.5,1000,1,6.727,0.462,0.543,0.615
YLR292C,SEC72,0.0401,0.0471,0.0538,12.9,14.7,17.3,14.8,17.2,20.9,1903.3,1000,1,6.924,0.278,0.326,0.373
YLR293C,GSP1,0.0204,0.0244,0.0275,25.2,28.4,34,33.7,39.7,51.4,12121.1,1000,1,58.32,1.19,1.423,1.604
YLR294C,YLR294C,0.0579,0.07,0.0842,8.2,9.9,12,9,11,13.6,651.2,1000,1,2.837,0.164,0.199,0.239
YLR295C,ATP14,0.028,0.0316,0.035,19.8,21.9,24.7,24.6,28,32.8,936.4,1000,1,11.13,0.312,0.352,0.39
YLR297W,YLR297W,0.0406,0.0465,0.0528,13.1,14.9,17.1,15.1,17.5,20.5,1175.3,1000,1,2.358,0.096,0.11,0.125
YLR298C,YHC1,0.1036,0.1208,0.1369,5.1,5.7,6.7,5.3,6.1,7.2,382.2,1000,1,3.185,0.33,0.385,0.436
YLR299W,ECM38,0.0558,0.0754,0.0957,7.2,9.2,12.4,7.8,10.1,14.2,3733.7,1000,1,2.925,0.163,0.221,0.28
YLR303W,MET17,0.0435,0.0707,0.1086,6.4,9.8,15.9,6.8,10.9,19,6115.7,996,1,45.99,2,3.251,4.994
YLR305C,STT4,0.0792,0.0937,0.1159,6,7.4,8.8,6.4,8,9.6,22677.6,432,1,4.183,0.331,0.392,0.485
YLR306W,UBC12,0.0172,0.0199,0.0224,30.9,34.8,40.2,44.6,53.2,67,414.7,1000,0,1.542,0.027,0.031,0.035
YLR309C,IMH1,0.0873,0.1132,0.141,4.9,6.1,7.9,5.2,6.5,8.6,1761.6,1000,1,3.416,0.298,0.387,0.482
YLR310C,CDC25,0.0942,0.1083,0.124,5.6,6.4,7.4,5.9,6.8,7.9,10975,976,1,5.033,0.474,0.545,0.624
YLR311C,YLR311C,0.037,0.045,0.0518,13.4,15.4,18.7,15.4,18.2,23,75.1,1000,0,0.168,0.006,0.008,0.009
YLR312C,YLR312C,0.0418,0.0502,0.0584,11.9,13.8,16.6,13.5,16,19.8,394.4,1000,0,0.846,0.035,0.042,0.049
YLR312W-A,MRPL15,0.0248,0.0287,0.0325,21.3,24.2,27.9,27.1,31.9,38.7,1951.5,1000,1,1.458,0.036,0.042,0.047
YLR313C,SPH1,0.0545,0.0649,0.0754,9.2,10.7,12.7,10.1,12,14.6,942.1,1000,1,0.9888,0.054,0.064,0.075
YLR314C,CDC3,0.0545,0.066,0.0768,9,10.5,12.7,9.9,11.7,14.6,6063.5,1000,1,7.457,0.406,0.492,0.573
YLR315W,NKP2,0.0557,0.0649,0.0742,9.3,10.7,12.4,10.3,12,14.2,501.3,1000,1,0.45,0.025,0.029,0.033
YLR316C,TAD3,0.0701,0.0881,0.1103,6.3,7.9,9.9,6.7,8.5,11,263,1000,0,2.354,0.165,0.207,0.26
YLR317W,YLR317W,0.1377,0.1651,0.2044,3.4,4.2,5,3.5,4.4,5.3,280.2,1000,1,0.4482,0.062,0.074,0.092
YLR318W,EST2,0.0844,0.1018,0.1182,5.9,6.8,8.2,6.2,7.3,8.9,688.1,1000,1,1.22,0.103,0.124,0.144
YLR319C,BUD6,0.0854,0.1018,0.1186,5.8,6.8,8.1,6.2,7.3,8.8,2319.7,1000,1,1.946,0.166,0.198,0.231
YLR320W,MMS22,0.0959,0.1155,0.137,5.1,6,7.2,5.3,6.4,7.8,2327.6,1000,1,1.731,0.166,0.2,0.237
YLR321C,SFH1,0.0853,0.099,0.1142,6.1,7,8.1,6.5,7.5,8.8,2174,1000,1,4.586,0.391,0.454,0.524
YLR323C,CWC24,0.0628,0.0846,0.1075,6.4,8.2,11,6.9,8.9,12.4,254.5,1000,0,1.235,0.078,0.105,0.133
YLR324W,PEX30,0.0575,0.0764,0.0941,7.4,9.1,12.1,7.9,10,13.7,3703,999,1,2.774,0.16,0.212,0.261
YLR326W,YLR326W,0.0559,0.0773,0.0994,7,9,12.4,7.5,9.8,14.1,690,1000,1,1.969,0.11,0.152,0.196
YLR327C,TMA10,0.0423,0.0582,0.0732,9.5,11.9,16.4,10.5,13.5,19.6,1086.3,1000,1,7.212,0.305,0.42,0.528
YLR328W,NMA1,0.0693,0.0804,0.0937,7.4,8.6,10,8,9.4,11.1,2705.7,1000,1,3.332,0.231,0.268,0.312
YLR329W,REC102,0.0539,0.0715,0.0897,7.7,9.7,12.9,8.4,10.7,14.7,79.5,1000,0,0.2652,0.014,0.019,0.024
YLR330W,CHS5,0.0671,0.0901,0.1106,6.3,7.7,10.3,6.7,8.3,11.5,1835.7,1000,1,9.83,0.66,0.886,1.087
YLR332W,MID2,0.2745,0.6612,1.1355,0.6,1,2.5,0.6,1.1,2.6,1741,995,1,5.707,1.567,3.774,6.481
YLR333C,RPS25B,0.0142,0.0167,0.0189,36.8,41.4,48.7,58,70.4,94.4,9115.8,1000,1,26.1,0.371,0.436,0.493
YLR335W,NUP2,0.0839,0.0992,0.116,6,7,8.3,6.4,7.5,9,4591.5,1000,1,6.518,0.547,0.647,0.756
YLR336C,SGD1,0.0906,0.1031,0.1144,6.1,6.7,7.6,6.4,7.2,8.3,2883.6,1000,1,2.984,0.27,0.308,0.341
YLR337C,VRP1,0.0905,0.1612,0.256,2.7,4.3,7.7,2.8,4.5,8.3,1057.8,1000,1,6.159,0.557,0.993,1.577
YLR342W,FKS1,0.0636,0.0865,0.1106,6.3,8,10.9,6.7,8.7,12.2,305326.4,49,1,42.82,2.723,3.704,4.736
YLR342W-A,YLR342W-A,0.049,0.0736,0.102,6.8,9.4,14.1,7.3,10.4,16.5,5200.8,1000,1,7.323,0.359,0.539,0.747
YLR343W,GAS2,0.0599,0.0805,0.1089,6.4,8.6,11.6,6.8,9.4,13.1,1545.6,998,1,0.7878,0.047,0.063,0.086
YLR344W,RPL26A,0.0311,0.0378,0.0436,15.9,18.3,22.3,18.9,22.4,28.6,5543.6,1000,1,46.02,1.431,1.739,2.006
YLR345W,YLR345W,0.0709,0.0923,0.1121,6.2,7.5,9.8,6.6,8.1,10.8,1582.5,1000,1,2.875,0.204,0.265,0.322
YLR346C,YLR346C,0.0164,0.0193,0.0225,30.8,35.9,42.4,44.4,56,73.3,115.5,1000,0,4.425,0.073,0.085,0.1
YLR347C,KAP95,0.0697,0.0852,0.1132,6.1,8.1,9.9,6.5,8.9,11,30194.3,177,1,4.833,0.337,0.412,0.547
YLR348C,DIC1,0.0464,0.0666,0.0946,7.3,10.4,14.9,7.9,11.6,17.6,1458.2,1000,1,3.876,0.18,0.258,0.367
YLR350W,ORM2,0.0806,0.0957,0.1199,5.8,7.2,8.6,6.1,7.8,9.4,1389.4,1000,1,8.094,0.652,0.775,0.971
YLR351C,NIT3,0.0245,0.0325,0.0394,17.6,21.3,28.2,21.3,27.1,39.3,4060.9,1000,1,6.317,0.155,0.205,0.249
YLR352W,YLR352W,0.0949,0.1125,0.137,5.1,6.2,7.3,5.3,6.6,7.9,2331.4,1000,1,1.464,0.139,0.165,0.201
YLR353W,BUD8,0.0841,0.1005,0.1206,5.7,6.9,8.2,6.1,7.4,9,2359,1000,1,1.711,0.144,0.172,0.206
YLR354C,TAL1,0.0234,0.0301,0.037,18.7,23.1,29.6,23,29.9,42,26766.2,736,1,26.11,0.611,0.786,0.966
YLR355C,ILV5,0.0666,0.0807,0.1056,6.6,8.6,10.4,7,9.4,11.6,60815.8,47,1,45.84,3.053,3.7,4.841
YLR356W,ATG33,0.0503,0.06,0.0679,10.2,11.5,13.8,11.4,13,16,862.3,1000,1,3.608,0.182,0.217,0.245
YLR357W,RSC2,0.0993,0.1149,0.1333,5.2,6,7,5.5,6.4,7.5,3750,1000,1,3.473,0.345,0.399,0.463
YLR360W,VPS38,0.037,0.0474,0.059,11.8,14.6,18.7,13.3,17.1,23,1125.6,1000,1,2.101,0.078,0.1,0.124
YLR361C,DCR2,0.0555,0.0682,0.0787,8.8,10.2,12.5,9.7,11.3,14.3,2771.6,1000,1,1.635,0.091,0.112,0.129
YLR361C-A,YLR361C-A,0.0216,0.0253,0.0284,24.4,27.4,32.2,32.2,37.7,47.3,267.4,1000,0,5.32,0.115,0.135,0.151
YLR362W,STE11,0.0652,0.0751,0.0857,8.1,9.2,10.6,8.8,10.2,11.9,1914.7,1000,1,1.474,0.096,0.111,0.126
YLR363C,NMD4,0.0186,0.0221,0.0258,26.9,31.4,37.3,36.8,45.7,59.2,1527.7,1000,1,2.702,0.05,0.06,0.07
YLR363W-A,YLR363W-A,0.0278,0.0374,0.0502,13.8,18.5,24.9,16,22.7,33.1,268.2,1000,0,5.672,0.158,0.212,0.285
YLR364W,GRX8,0.0117,0.0141,0.0163,42.4,49.3,59.2,73.4,96.9,144,229.2,1000,0,2.254,0.026,0.032,0.037
YLR365W,YLR365W,0.06,0.1249,0.1532,4.5,5.5,11.6,4.7,5.9,13.1,17.6,1000,0,0.0618,0.004,0.008,0.009
YLR367W,RPS22B,0.0129,0.015,0.0169,41,46.1,53.9,69.4,85.4,116.2,10660.3,1000,1,8.081,0.104,0.121,0.137
YLR368W,MDM30,0.0612,0.0693,0.077,9,10,11.3,9.9,11.1,12.8,1563,1000,1,3.567,0.218,0.247,0.275
YLR369W,SSQ1,0.0836,0.096,0.1106,6.3,7.2,8.3,6.7,7.8,9,1547.4,1000,1,2.121,0.177,0.204,0.235
YLR370C,ARC18,0.0658,0.0773,0.0909,7.6,9,10.5,8.3,9.8,11.8,1941.8,1000,1,13.57,0.893,1.049,1.233
YLR371W,ROM2,0.0982,0.1152,0.1325,5.2,6,7.1,5.5,6.4,7.6,7380.9,1000,1,3.813,0.374,0.439,0.505
YLR372W,SUR4,0.0242,0.0313,0.041,16.9,22.1,28.7,20.3,28.4,40.1,20957.7,838,1,30.96,0.749,0.969,1.269
YLR373C,VID22,0.1213,0.1413,0.1643,4.2,4.9,5.7,4.4,5.2,6.1,1496.7,1000,1,2.323,0.282,0.328,0.382
YLR374C,YLR374C,0.0981,0.1657,0.3118,2.2,4.2,7.1,2.3,4.4,7.6,26.9,1000,0,0.0168,0.002,0.003,0.005
YLR375W,STP3,0.0555,0.0733,0.0915,7.6,9.5,12.5,8.2,10.4,14.3,4998.8,1000,1,4.736,0.263,0.347,0.433
YLR376C,PSY3,0.0377,0.0448,0.0525,13.2,15.5,18.4,15.2,18.3,22.5,328.9,1000,0,1.257,0.047,0.056,0.066
YLR380W,CSR1,0.0806,0.0956,0.1127,6.2,7.3,8.6,6.6,7.8,9.4,2410.3,1000,1,3.864,0.311,0.369,0.436
YLR381W,CTF3,0.116,0.1342,0.1519,4.6,5.2,6,4.8,5.4,6.4,1420.2,1000,1,1.293,0.15,0.174,0.196
YLR382C,NAM2,0.0673,0.0834,0.0973,7.1,8.3,10.3,7.7,9.1,11.5,2879.5,1000,1,1.937,0.13,0.162,0.189
YLR383W,SMC6,0.0763,0.0989,0.1192,5.8,7,9.1,6.2,7.5,10,1140.7,1000,1,1.667,0.127,0.165,0.199
YLR384C,IKI3,0.063,0.0761,0.0888,7.8,9.1,11,8.5,10,12.3,12306.1,933,1,6.356,0.4,0.484,0.564
YLR385C,SWC7,0.078,0.0979,0.1227,5.7,7.1,8.9,6,7.6,9.8,622.4,1000,1,0.1398,0.011,0.014,0.017
YLR386W,VAC14,0.0778,0.0917,0.1048,6.6,7.6,8.9,7.1,8.2,9.8,3185.8,1000,1,1.774,0.138,0.163,0.186
YLR387C,REH1,0.0961,0.112,0.128,5.4,6.2,7.2,5.7,6.6,7.8,1636.7,1000,1,6.231,0.599,0.698,0.798
YLR388W,RPS29A,0.0129,0.0152,0.0172,40.4,45.7,53.7,67.5,83.8,115.2,4608.8,1000,1,8.392,0.108,0.128,0.144
YLR389C,STE23,0.0641,0.0787,0.1025,6.8,8.8,10.8,7.3,9.7,12.1,13775.7,740,1,4.657,0.299,0.367,0.477
YLR390W,ECM19,0.0543,0.0765,0.1006,6.9,9.1,12.8,7.4,10,14.6,265.3,1000,0,4.912,0.267,0.376,0.494
YLR390W-A,CCW14,0.0589,0.0796,0.1059,6.5,8.7,11.8,7,9.5,13.3,9357.3,849,1,62.94,3.707,5.01,6.666
YLR392C,ART10,0.0782,0.0912,0.1043,6.6,7.6,8.9,7.1,8.2,9.7,789,1000,1,1.842,0.144,0.168,0.192
YLR393W,ATP10,0.0643,0.0749,0.0863,8,9.3,10.8,8.7,10.2,12.1,634,1000,1,0.645,0.041,0.048,0.056
YLR394W,CST9,0.0941,0.1085,0.1236,5.6,6.4,7.4,5.9,6.8,8,957.4,1000,1,1.444,0.136,0.157,0.179
YLR396C,VPS33,0.0954,0.1176,0.1399,5,5.9,7.3,5.2,6.3,7.8,1263.7,1000,1,1.77,0.169,0.208,0.248
YLR397C,AFG2,0.0685,0.0798,0.094,7.4,8.7,10.1,8,9.5,11.3,5006.4,1000,1,2.866,0.196,0.229,0.269
YLR398C,SKI2,0.0873,0.1017,0.1176,5.9,6.8,7.9,6.3,7.3,8.6,6932.3,998,1,3.688,0.322,0.375,0.434
YLR399C,BDF1,0.0782,0.0945,0.1117,6.2,7.3,8.9,6.6,7.9,9.7,11291,864,1,8.314,0.65,0.786,0.929
YLR401C,DUS3,0.0986,0.115,0.1322,5.2,6,7,5.5,6.4,7.6,2175,1000,1,3.418,0.337,0.393,0.452
YLR402W,YLR402W,0.0869,0.116,0.1434,4.8,6,8,5.1,6.4,8.7,463.3,1000,1,4.021,0.349,0.467,0.577
YLR403W,SFP1,0.237,0.3563,0.5963,1.2,1.9,2.9,1.2,2,3,3301.1,1000,1,3.365,0.798,1.199,2.006
YLR404W,FLD1,0.0299,0.0353,0.0406,17.1,19.7,23.2,20.5,24.4,30.2,881.3,1000,1,1.165,0.035,0.041,0.047
YLR405W,DUS4,0.0451,0.0536,0.0618,11.2,12.9,15.4,12.6,14.9,18.2,1212.6,1000,1,1.586,0.072,0.085,0.098
YLR406C,RPL31B,0.019,0.0219,0.0244,28.4,31.7,36.5,39.6,46.2,57.4,7483.4,1000,1,53.08,1.009,1.162,1.295
YLR407W,YLR407W,0.0455,0.0537,0.0621,11.2,12.9,15.2,12.6,14.8,18,888.8,1000,1,4.341,0.198,0.233,0.27
YLR408C,BLS1,0.0171,0.0215,0.0264,26.2,32.2,40.6,35.5,47.4,68.2,208.6,1000,0,2.638,0.045,0.057,0.07
YLR409C,UTP21,0.1152,0.1364,0.1563,4.4,5.1,6,4.6,5.4,6.4,6518.5,1000,1,5.756,0.663,0.785,0.9
YLR410W,VIP1,0.0791,0.0954,0.1107,6.3,7.3,8.8,6.7,7.8,9.6,5787.1,1000,1,4.176,0.33,0.398,0.462
YLR411W,CTR3,0.0267,0.0422,0.0622,11.1,16.4,25.9,12.5,19.6,35,66.9,1000,0,0.8958,0.024,0.038,0.056
YLR412W,BER1,0.0275,0.0337,0.0409,17,20.6,25.2,20.4,25.8,33.6,1201.9,1000,1,4.111,0.113,0.139,0.168
YLR414C,PUN1,0.0292,0.0326,0.0366,19,21.2,23.7,23.4,26.9,31.1,6187.4,1000,1,5.279,0.154,0.172,0.193
YLR415C,YLR415C,0.06,0.1122,0.1826,3.8,6.2,11.6,3.9,6.6,13.1,32.1,1000,0,0.1182,0.007,0.013,0.022
YLR417W,VPS36,0.0655,0.0773,0.0894,7.8,9,10.6,8.4,9.8,11.8,1883.4,1000,1,1.483,0.097,0.115,0.133
YLR418C,CDC73,0.0401,0.0459,0.0508,13.6,15.1,17.3,15.8,17.8,20.9,2394.5,1000,1,2.614,0.105,0.12,0.133
YLR419W,YLR419W,0.107,0.1231,0.1398,5,5.6,6.5,5.2,6,6.9,3797.3,1000,1,2.377,0.254,0.293,0.332
YLR420W,URA4,0.0389,0.0465,0.0527,13.1,14.9,17.8,15.1,17.5,21.7,3535.6,1000,1,7.164,0.279,0.333,0.378
YLR421C,RPN13,0.0331,0.0382,0.0419,16.5,18.2,20.9,19.8,22.2,26.5,1891,1000,1,12.62,0.418,0.482,0.529
YLR422W,YLR422W,0.0777,0.094,0.1143,6.1,7.4,8.9,6.5,8,9.8,11064.8,922,1,2.714,0.211,0.255,0.31
YLR423C,ATG17,0.0481,0.0574,0.0651,10.6,12.1,14.4,11.9,13.7,16.8,618.1,1000,1,1.099,0.053,0.063,0.072
YLR424W,SPP382,0.0697,0.0881,0.1062,6.5,7.9,9.9,7,8.5,11,531.7,1000,1,0.8508,0.059,0.075,0.09
YLR425W,TUS1,0.1013,0.1179,0.1367,5.1,5.9,6.8,5.3,6.2,7.3,2404.1,1000,1,2.229,0.226,0.263,0.305
YLR426W,TDA5,0.0643,0.0803,0.0986,7,8.6,10.8,7.6,9.4,12.1,1614.5,1000,1,1.786,0.115,0.143,0.176
YLR427W,MAG2,0.0781,0.0901,0.1044,6.6,7.7,8.9,7.1,8.3,9.7,3246.9,1000,1,2.597,0.203,0.234,0.271
YLR429W,CRN1,0.0595,0.0796,0.0993,7,8.7,11.6,7.5,9.5,13.2,8706.4,937,1,5.617,0.334,0.447,0.558
YLR430W,SEN1,0.0861,0.1011,0.1246,5.6,6.9,8.1,5.9,7.4,8.8,15522.9,612,1,5.975,0.514,0.604,0.745
YLR431C,ATG23,0.0451,0.0532,0.06,11.5,13,15.4,13,15,18.1,589.9,1000,1,1.324,0.06,0.07,0.079
YLR432W,IMD3,0.0403,0.0522,0.0618,11.2,13.3,17.2,12.6,15.3,20.7,12676.4,987,1,22.4,0.903,1.169,1.384
YLR433C,CNA1,0.0799,0.0939,0.1086,6.4,7.4,8.7,6.8,8,9.5,2051.2,1000,1,3.359,0.268,0.315,0.365
YLR435W,TSR2,0.0804,0.0939,0.1055,6.6,7.4,8.6,7,8,9.4,640.6,1000,1,4.752,0.382,0.446,0.501
YLR436C,ECM30,0.1323,0.1543,0.1786,3.9,4.5,5.2,4,4.7,5.5,6385,1000,1,4.087,0.541,0.631,0.73
YLR437C,DIF1,0.0684,0.0878,0.1085,6.4,7.9,10.1,6.8,8.6,11.3,778.5,1000,1,3.272,0.224,0.287,0.355
YLR438C-A,LSM3,0.0382,0.0484,0.0609,11.4,14.3,18.2,12.8,16.7,22.2,1160.5,1000,1,13.63,0.521,0.66,0.83
YLR438W,CAR2,0.0433,0.0739,0.1051,6.6,9.4,16,7.1,10.3,19,6107.4,988,1,1.497,0.065,0.111,0.157
YLR439W,MRPL4,0.1244,0.1545,0.1911,3.6,4.5,5.6,3.8,4.7,5.9,469,1000,1,1.907,0.237,0.295,0.364
YLR440C,SEC39,0.0665,0.0777,0.09,7.7,8.9,10.4,8.3,9.8,11.6,2262.1,1000,1,2.465,0.164,0.192,0.222
YLR441C,RPS1A,0.0141,0.017,0.0191,36.2,40.8,49,56.6,68.7,95.7,38804.4,936,1,121.1,1.707,2.058,2.312
YLR442C,SIR3,0.106,0.1257,0.1454,4.8,5.5,6.5,5,5.8,7,1419.5,1000,1,2.141,0.227,0.269,0.311
YLR443W,ECM7,0.0501,0.0595,0.0694,10,11.6,13.8,11.1,13.2,16,1987,1000,1,2.039,0.102,0.121,0.142
YLR446W,YLR446W,0.0877,0.1046,0.1214,5.7,6.6,7.9,6.1,7.1,8.6,558.4,1000,1,0.375,0.033,0.039,0.046
YLR447C,VMA6,0.0203,0.0244,0.0278,24.9,28.5,34.1,33.1,39.7,51.6,11361.7,1000,1,19.23,0.39,0.469,0.535
YLR448W,RPL6B,0.0103,0.0122,0.0137,50.7,56.7,67.3,102.3,130.3,203.5,35757.3,992,1,47.21,0.486,0.576,0.647
YLR449W,FPR4,0.059,0.0797,0.1034,6.7,8.7,11.7,7.2,9.5,13.3,2783.4,1000,1,10.58,0.624,0.843,1.094
YLR450W,HMG2,0.0676,0.0837,0.0996,7,8.3,10.3,7.5,9,11.4,14573.8,748,1,3.858,0.261,0.323,0.384
YLR451W,LEU3,0.0788,0.0902,0.1018,6.8,7.7,8.8,7.3,8.3,9.6,2362.1,1000,1,2.237,0.176,0.202,0.228
YLR452C,SST2,0.1378,0.1751,0.2195,3.2,4,5,3.3,4.1,5.3,4452.3,1000,1,12.89,1.776,2.257,2.829
YLR453C,RIF2,0.0167,0.0197,0.0231,30.1,35.3,41.6,42.9,54.3,71,461,1000,0,1.042,0.017,0.021,0.024
YLR454W,FMP27,0.0565,0.0699,0.0869,8,9.9,12.3,8.7,11,14,17390.1,776,1,3.817,0.216,0.267,0.332
YLR455W,YLR455W,0.0467,0.0568,0.0658,10.5,12.2,14.9,11.8,13.9,17.4,1533.4,1000,1,2.939,0.137,0.167,0.193
YLR457C,NBP1,0.0752,0.0958,0.1154,6,7.2,9.2,6.4,7.8,10.2,391,1000,1,0.9018,0.068,0.086,0.104
YLR459W,GAB1,0.0932,0.1093,0.1242,5.6,6.3,7.4,5.9,6.8,8,2513.3,1000,1,3.145,0.293,0.344,0.391
YLR460C,YLR460C,0.0376,0.0439,0.0531,13,15.8,18.4,15,18.7,22.6,217,1000,0,0.966,0.036,0.042,0.051
YLR462W,YLR462W,0.06,0.1278,0.1604,4.3,5.4,11.6,4.5,5.7,13.1,21.1,1000,0,0.033,0.002,0.004,0.005
YLR466C-B,YLR466C-B,0.1919,0.393,0.9307,0.7,1.8,3.6,0.8,1.8,3.7,40.4,1000,0,0.141,0.027,0.055,0.131
YLR466W,YRF1-4,0.1389,0.1877,0.2516,2.8,3.7,5,2.8,3.8,5.2,78.8,1000,0,41.11,5.711,7.717,10.34
YML001W,YPT7,0.0111,0.0129,0.0144,48.1,53.6,62.6,92.4,114.9,166,8133,1000,1,8.877,0.099,0.115,0.128
YML002W,YML002W,0.0824,0.1036,0.1228,5.6,6.7,8.4,6,7.2,9.2,1114.4,1000,1,1.395,0.115,0.145,0.171
YML003W,YML003W,0.0929,0.1187,0.1432,4.8,5.8,7.5,5.1,6.2,8.1,538,1000,1,0.438,0.041,0.052,0.063
YML004C,GLO1,0.0328,0.0454,0.0551,12.6,15.3,21.1,14.4,18,26.7,9203.2,1000,1,18.96,0.622,0.861,1.045
YML005W,TRM12,0.0537,0.064,0.0745,9.3,10.8,12.9,10.2,12.1,14.8,829.6,1000,1,1.887,0.101,0.121,0.141
YML006C,GIS4,0.0844,0.0969,0.1088,6.4,7.2,8.2,6.8,7.7,8.9,1735.7,1000,1,2.951,0.249,0.286,0.321
YML007W,YAP1,0.0772,0.0905,0.1062,6.5,7.7,9,7,8.3,9.9,6402,1000,1,7.97,0.615,0.721,0.846
YML009C,MRPL39,0.0301,0.0359,0.0406,17.1,19.3,23,20.5,23.9,29.9,624.6,1000,1,9.607,0.289,0.345,0.39
YML009W-B,YML009W-B,0.06,0.0868,0.1104,6.3,8,11.6,6.7,8.7,13.1,40.5,1000,0,0.3252,0.02,0.028,0.036
YML010W,SPT5,0.064,0.0838,0.1039,6.7,8.3,10.8,7.1,9,12.1,8380,950,1,6.959,0.445,0.583,0.723
YML011C,RAD33,0.0435,0.0504,0.0583,11.9,13.8,15.9,13.5,15.9,18.9,511.1,1000,1,1.623,0.071,0.082,0.095
YML012C-A,YML012C-A,0.06,0.091,0.1273,5.4,7.6,11.6,5.8,8.2,13.1,26.2,1000,0,0.1128,0.007,0.01,0.014
YML012W,ERV25,0.0313,0.0407,0.0484,14.3,17,22.1,16.7,20.5,28.4,6576.7,1000,1,15.09,0.472,0.614,0.73
YML013W,UBX2,0.0691,0.0863,0.1051,6.6,8,10,7.1,8.7,11.1,4118.3,1000,1,2.664,0.184,0.23,0.28
